Elapsed Time,Heart Rate PulseOx1,PPG PulseOx1,SpO2 PulseOx1,BioRadio Event
00:00:00.01,80,76.7418899536133,97,0
00:00:00.01,80,76.7418899536133,97,0
00:00:00.02,80,76.7418899536133,97,0
00:00:00.02,80,76.7418899536133,97,0
00:00:00.02,80,76.6662063598633,97,0
00:00:00.03,80,76.6662063598633,97,0
00:00:00.03,80,76.6662063598633,97,0
00:00:00.04,80,76.5831985473633,97,0
00:00:00.04,80,76.5831985473633,97,0
00:00:00.04,80,76.5831985473633,97,0
00:00:00.05,80,76.5099563598633,97,0
00:00:00.05,80,76.5099563598633,97,0
00:00:00.06,80,76.5099563598633,97,0
00:00:00.06,80,76.5099563598633,97,0
00:00:00.06,80,76.4782180786133,97,0
00:00:00.07,80,76.4782180786133,97,0
00:00:00.07,80,76.4782180786133,97,0
00:00:00.08,80,76.5612258911133,97,0
00:00:00.08,80,76.5612258911133,97,0
00:00:00.08,80,76.5612258911133,97,0
00:00:00.09,80,76.8590850830078,97,0
00:00:00.09,80,76.8590850830078,97,0
00:00:00.10,80,76.8590850830078,97,0
00:00:00.10,80,76.8590850830078,97,0
00:00:00.10,80,77.4572372436523,97,0
00:00:00.11,80,77.4572372436523,97,0
00:00:00.11,80,77.4572372436523,97,0
00:00:00.12,80,78.3825454711914,97,0
00:00:00.12,80,78.3825454711914,97,0
00:00:00.12,80,78.3825454711914,97,0
00:00:00.13,80,79.5788497924805,97,0
00:00:00.13,80,79.5788497924805,97,0
00:00:00.14,80,79.5788497924805,97,0
00:00:00.14,80,79.5788497924805,97,0
00:00:00.14,80,80.9240875244141,97,0
00:00:00.15,80,80.9240875244141,97,0
00:00:00.15,80,80.9240875244141,97,0
00:00:00.16,80,82.2449035644531,97,0
00:00:00.16,80,82.2449035644531,97,0
00:00:00.16,80,82.2449035644531,97,0
00:00:00.17,80,83.3777389526367,97,0
00:00:00.17,80,83.3777389526367,97,0
00:00:00.18,80,83.3777389526367,97,0
00:00:00.18,80,83.3777389526367,97,0
00:00:00.18,80,84.2151489257813,97,0
00:00:00.19,80,84.2151489257813,97,0
00:00:00.19,80,84.2151489257813,97,0
00:00:00.20,80,84.7132034301758,97,0
00:00:00.20,80,84.7132034301758,97,0
00:00:00.20,80,84.7132034301758,97,0
00:00:00.21,80,84.7132034301758,97,0
00:00:00.21,80,84.8841094970703,97,0
00:00:00.22,80,84.8841094970703,97,0
00:00:00.22,80,84.8841094970703,97,0
00:00:00.22,80,84.7644805908203,97,0
00:00:00.23,80,84.7644805908203,97,0
00:00:00.23,80,84.7644805908203,97,0
00:00:00.24,80,84.4226760864258,97,0
00:00:00.24,80,84.4226760864258,97,0
00:00:00.24,80,84.4226760864258,97,0
00:00:00.25,80,84.4226760864258,97,0
00:00:00.25,80,83.9270629882813,97,0
00:00:00.26,80,83.9270629882813,97,0
00:00:00.26,80,83.9270629882813,97,0
00:00:00.26,80,83.3411178588867,97,0
00:00:00.27,80,83.3411178588867,97,0
00:00:00.27,80,83.3411178588867,97,0
00:00:00.28,80,82.7063369750977,97,0
00:00:00.28,80,82.7063369750977,97,0
00:00:00.28,80,82.7063369750977,97,0
00:00:00.29,80,82.7063369750977,97,0
00:00:00.29,80,82.0691223144531,97,0
00:00:00.30,80,82.0691223144531,97,0
00:00:00.30,80,82.0691223144531,97,0
00:00:00.30,80,81.4612045288086,97,0
00:00:00.31,80,81.4612045288086,97,0
00:00:00.31,80,81.4612045288086,97,0
00:00:00.32,81,80.9192047119141,97,0
00:00:00.32,81,80.9192047119141,97,0
00:00:00.32,81,80.9192047119141,97,0
00:00:00.33,81,80.4626541137695,97,0
00:00:00.33,81,80.4626541137695,97,0
00:00:00.34,81,80.4626541137695,97,0
00:00:00.34,81,80.4626541137695,97,0
00:00:00.34,81,80.113525390625,97,0
00:00:00.35,81,80.113525390625,97,0
00:00:00.35,81,80.113525390625,97,0
00:00:00.36,81,79.879150390625,97,0
00:00:00.36,81,79.879150390625,97,0
00:00:00.36,81,79.879150390625,97,0
00:00:00.37,81,79.879150390625,97,0
00:00:00.37,81,79.761962890625,97,0
00:00:00.38,81,79.761962890625,97,0
00:00:00.38,81,79.761962890625,97,0
00:00:00.38,81,79.7424240112305,97,0
00:00:00.39,81,79.7424240112305,97,0
00:00:00.39,81,79.7424240112305,97,0
00:00:00.40,81,79.788818359375,97,0
00:00:00.40,81,79.788818359375,97,0
00:00:00.40,81,79.788818359375,97,0
00:00:00.41,81,79.874267578125,97,0
00:00:00.41,81,79.874267578125,97,0
00:00:00.42,81,79.874267578125,97,0
00:00:00.42,81,79.874267578125,97,0
00:00:00.42,81,79.962158203125,97,0
00:00:00.43,81,79.962158203125,97,0
00:00:00.43,81,79.962158203125,97,0
00:00:00.44,81,80.018310546875,97,0
00:00:00.44,81,80.018310546875,97,0
00:00:00.44,81,80.018310546875,97,0
00:00:00.45,81,80.023193359375,97,0
00:00:00.45,81,80.023193359375,97,0
00:00:00.46,81,80.023193359375,97,0
00:00:00.46,81,80.023193359375,97,0
00:00:00.46,81,79.976806640625,97,0
00:00:00.47,81,79.976806640625,97,0
00:00:00.47,81,79.976806640625,97,0
00:00:00.48,81,79.879150390625,97,0
00:00:00.48,81,79.879150390625,97,0
00:00:00.48,81,79.879150390625,97,0
00:00:00.49,81,79.7375411987305,97,0
00:00:00.49,81,79.7375411987305,97,0
00:00:00.50,81,79.7375411987305,97,0
00:00:00.50,81,79.7375411987305,97,0
00:00:00.50,81,79.5666427612305,97,0
00:00:00.51,81,79.5666427612305,97,0
00:00:00.51,81,79.5666427612305,97,0
00:00:00.52,81,79.3737716674805,97,0
00:00:00.52,81,79.3737716674805,97,0
00:00:00.52,81,79.3737716674805,97,0
00:00:00.53,81,79.1760101318359,97,0
00:00:00.53,81,79.1760101318359,97,0
00:00:00.54,81,79.1760101318359,97,0
00:00:00.54,81,79.1760101318359,97,0
00:00:00.54,81,78.9782562255859,97,0
00:00:00.55,81,78.9782562255859,97,0
00:00:00.55,81,78.9782562255859,97,0
00:00:00.56,81,78.7805023193359,97,0
00:00:00.56,81,78.7805023193359,97,0
00:00:00.56,81,78.7805023193359,97,0
00:00:00.57,81,78.7805023193359,97,0
00:00:00.57,81,78.5900650024414,97,0
00:00:00.58,81,78.5900650024414,97,0
00:00:00.58,81,78.5900650024414,97,0
00:00:00.58,81,78.4069595336914,97,0
00:00:00.59,81,78.4069595336914,97,0
00:00:00.59,81,78.4069595336914,97,0
00:00:00.60,81,78.2287292480469,97,0
00:00:00.60,81,78.2287292480469,97,0
00:00:00.60,81,78.2287292480469,97,0
00:00:00.61,81,78.0627136230469,97,0
00:00:00.61,81,78.0627136230469,97,0
00:00:00.62,81,78.0627136230469,97,0
00:00:00.62,81,78.0627136230469,97,0
00:00:00.62,81,77.9113464355469,97,0
00:00:00.63,81,77.9113464355469,97,0
00:00:00.63,81,77.9113464355469,97,0
00:00:00.64,81,77.7819519042969,97,0
00:00:00.64,81,77.7819519042969,97,0
00:00:00.64,81,77.7819519042969,97,0
00:00:00.65,81,77.6818466186523,97,0
00:00:00.65,81,77.6818466186523,97,0
00:00:00.66,81,77.6818466186523,97,0
00:00:00.66,81,77.6818466186523,97,0
00:00:00.66,81,77.6086044311523,97,0
00:00:00.67,81,77.6086044311523,97,0
00:00:00.67,81,77.6086044311523,97,0
00:00:00.68,81,77.5622177124023,97,0
00:00:00.68,81,77.5622177124023,97,0
00:00:00.68,81,77.5622177124023,97,0
00:00:00.69,81,77.5378036499023,97,0
00:00:00.69,81,77.5378036499023,97,0
00:00:00.70,81,77.5378036499023,97,0
00:00:00.70,81,77.5378036499023,97,0
00:00:00.70,81,77.5353622436523,97,0
00:00:00.71,81,77.5353622436523,97,0
00:00:00.71,81,77.5353622436523,97,0
00:00:00.72,81,77.5329208374023,97,0
00:00:00.72,81,77.5329208374023,97,0
00:00:00.72,81,77.5329208374023,97,0
00:00:00.73,81,77.5231552124023,97,0
00:00:00.73,81,77.5231552124023,97,0
00:00:00.74,81,77.5231552124023,97,0
00:00:00.74,81,77.5231552124023,97,0
00:00:00.74,81,77.4987411499023,97,0
00:00:00.75,81,77.4987411499023,97,0
00:00:00.75,81,77.4987411499023,97,0
00:00:00.76,81,77.4816513061523,97,0
00:00:00.76,81,77.4816513061523,97,0
